S/N,video_id,type,labels,list_animal_action,list_animal,list_animal_parent_class
11263,LZZKJFGA,train,"128,69,52,133","[('Bird', 'Landing'), ('Bird', 'Turning Around'), ('Bird', 'Flying'), ('Bird', 'Walking')]","['Bird', 'Bird', 'Bird', 'Bird']",['Bird']
11264,MAAHVFAU,train,"120,1","[('Jeweled Cockroach Wasp', 'Attacking'), ('Cockroach', 'Struggling')]","['Jeweled Cockroach Wasp', 'Cockroach']",['Insect']
11265,MAAUZNPL,train,"42,123,13","[('Bottlenose Dolphin', 'Swimming'), ('Pufferfish', 'Carrying In Mouth')]","['Bottlenose Dolphin', 'Pufferfish']",['Fish']
11266,MABQLLKY,train,"128,16,133,35","[('Side Blotched Lizard', 'Climbing'), ('Side Blotched Lizard', 'Walking'), ('Side Blotched Lizard', 'Turning Around'), ('Side Blotched Lizard', 'Doing Push Up')]","['Side Blotched Lizard', 'Side Blotched Lizard', 'Side Blotched Lizard', 'Side Blotched Lizard']",['Reptile']
11267,MABYPBGU,train,"52,44","[('Blue Orchard Bee', 'Flying'), ('Blue Orchard Bee', 'Exiting Nest')]","['Blue Orchard Bee', 'Blue Orchard Bee']",['Insect']
11268,MACHXATH,train,68,"[('Homalodisca Vitripennis Sharpshooter', 'Keeping still')]",['Homalodisca Vitripennis Sharpshooter'],['Insect']
11269,MACRLFXO,train,"104,48,102,135","[('Tit Bird', 'Washing'), ('Tit Bird', 'Flapping'), ('Tit Bird', 'Shaking Head'), ('Tit Bird', 'Sensing')]","['Tit Bird', 'Tit Bird', 'Tit Bird', 'Tit Bird']",['Bird']
11270,MACYMMGJ,train,45,"[('Wasp', 'Exploring')]",['Wasp'],['Insect']
11271,MAEPFZIE,train,"48,40,102,52","[('Bird', 'Flapping'), ('Bird', 'Flying'), ('Bird', 'Sensing'), ('Bird', 'Eating')]","['Bird', 'Bird', 'Bird', 'Bird']",['Bird']
11272,MAEUELKI,train,102,"[('Firebrat Insect', 'Sensing')]",['Firebrat Insect'],['Insect']
11273,MAFUQXDO,train,"1,26","[('Leopard', 'Attacking'), ('Porcupine', 'Displaying Defensive Pose')]","['Leopard', 'Porcupine']",['Mammal']
11274,MAGYJLDC,train,68,"[('Lampropeltis Getula Snake', 'Keeping still')]",['Lampropeltis Getula Snake'],['Reptile']
11275,MAIHTXGD,train,133,"[('Horse', 'Walking')]",['Horse'],['Mammal']
11276,MAIMQNQN,train,102,"[('Common Whitethroat Bird', 'Sensing')]",['Common Whitethroat Bird'],['Bird']
11277,MAKRVGIW,train,"104,68","[('Grey Heron', 'Keeping still'), ('Duck', 'Shaking Head')]","['Grey Heron', 'Duck']",['Bird']
11278,MALYOPZC,train,2,"[('Bordered Mantis', 'Attending')]",['Bordered Mantis'],['Insect']
11279,MAMBYVEI,train,"45,68,40,133,22","[('Calidris Minuta Bird', 'Walking'), ('Egret', 'Exploring'), ('Grey Heron', 'Eating')]","['Calidris Minuta Bird', 'Egret', 'Grey Heron']",['Bird']
11280,MANDKSVW,train,40,"[('Halyomorpha Halys', 'Eating')]",['Halyomorpha Halys'],['Insect']
11281,MANLLTKX,train,"104,48,40,102","[('Bullfinch', 'Shaking Head'), ('Bullfinch', 'Flapping'), ('Bullfinch', 'Sensing'), ('Bullfinch', 'Eating')]","['Bullfinch', 'Bullfinch', 'Bullfinch', 'Bullfinch']",['Bird']
11282,MANOBADX,train,"52,69,102","[('White-Backed Woodpecker', 'Sensing'), ('White-Backed Woodpecker', 'Landing'), ('White-Backed Woodpecker', 'Flying')]","['White-Backed Woodpecker', 'White-Backed Woodpecker', 'White-Backed Woodpecker']",['Bird']
11283,MANOLFAU,train,"13,78","[('Jeweled Cockroach Wasp', 'Carrying In Mouth')]",['Jeweled Cockroach Wasp'],['Insect']
11284,MANOLWMK,train,78,"[('Horned Adder', 'Moving')]",['Horned Adder'],['Reptile']
11285,MANQSKOU,train,15,"[('Yellowhammer', 'Chirping')]",['Yellowhammer'],['Bird']
11286,MAOAIJYD,train,55,"[('Acyrthosiphon Pisum Aphid', 'Giving Birth')]",['Acyrthosiphon Pisum Aphid'],['Insect']
11287,MAOASBNI,train,"16,133","[('Gecko', 'Climbing'), ('Gecko', 'Walking')]","['Gecko', 'Gecko']",['Reptile']
11288,MAQYGGIW,train,"2,40","[('Grey Heron', 'Attending'), ('Grey Heron', 'Eating')]","['Grey Heron', 'Grey Heron']",['Bird']
11289,MARMGBQT,train,102,"[('Otter', 'Sensing')]",['Otter'],['Mammal']
11290,MARYJNPL,train,"133,102","[('Lion', 'Sensing'), ('Lion', 'Walking')]","['Lion', 'Lion']",['Mammal']
11291,MARYYQTX,train,49,"[('Turdus Merula Blackbird', 'Flapping Tail')]",['Turdus Merula Blackbird'],['Bird']
11292,MASCLWTR,train,78,"[('Crotalus Willardi Ridge Nosed Rattlesnake', 'Moving')]",['Crotalus Willardi Ridge Nosed Rattlesnake'],['Reptile']
11293,MASGTVKA,train,"103,80","[('Common Quail', 'Shaking'), ('Common Quail', 'Pecking')]","['Common Quail', 'Common Quail']",['Bird']
11294,MASTTNPL,train,123,"[('Bottlenose Dolphin', 'Swimming')]",['Bottlenose Dolphin'],['Fish']
11295,MATBNXGD,train,"68,133,45","[('Horse', 'Walking'), ('Horse', 'Keeping still')]","['Horse', 'Horse']",['Mammal']
11296,MAUCIMZL,train,43,"[('Greta Oto Glasswing Butterfly', 'Exiting Cocoon')]",['Greta Oto Glasswing Butterfly'],['Insect']
11297,MAUIJRAC,train,"133,67","[('Great Curassow', 'Jumping'), ('Great Curassow', 'Walking')]","['Great Curassow', 'Great Curassow']",['Bird']
11298,MAVQGVCV,train,68,"[('Frog', 'Keeping still')]",['Frog'],['Amphibian']
11299,MAVRLUXR,train,102,"[('Syllid Worm', 'Sensing')]",['Syllid Worm'],['Insect']
11300,MAWECIQR,train,"102,97,39,8,133","[('Mongoose', 'Biting'), ('Black Mamba', 'Biting'), ('Black Mamba', 'Sensing'), ('Mongoose', 'Dying'), ('Mongoose', 'Walking'), ('Mongoose', 'Retreating'), ('Black Mamba', 'Dying'), ('Mongoose', 'Sensing')]","['Mongoose', 'Black Mamba', 'Black Mamba', 'Mongoose', 'Mongoose', 'Mongoose', 'Black Mamba', 'Mongoose']","['Reptile', 'Mammal']"
11301,MAXMPQTX,train,135,"[('Turdus Merula Blackbird', 'Washing')]",['Turdus Merula Blackbird'],['Bird']
11302,MAYGCPKL,train,"68,78","[('Lightfoot Crab', 'Keeping still'), ('Lightfoot Crab', 'Moving')]","['Lightfoot Crab', 'Lightfoot Crab']",['Sea animal']
11303,MAYYTIVA,train,78,"[('Eelgrass Sea Hare', 'Moving')]",['Eelgrass Sea Hare'],['Insect']
11304,MAZLYUDX,train,40,"[('Wildebeest', 'Eating')]",['Wildebeest'],['Mammal']
11305,MAZPGTKX,train,102,"[('Bullfinch', 'Sensing')]",['Bullfinch'],['Bird']
11306,MBAMZXGD,train,40,"[('Horse', 'Eating')]",['Horse'],['Mammal']
11307,MBAODKBS,train,"3,118","[('Frilled Neck Lizard', 'Startled')]",['Frilled Neck Lizard'],['Reptile']
11308,MBATVVOG,train,68,"[('Mojave Rattlesnake', 'Keeping still')]",['Mojave Rattlesnake'],['Reptile']
11309,MBAZPHFB,train,"102,15","[('Hazel Grouse Bird', 'Chirping'), ('Hazel Grouse Bird', 'Sensing')]","['Hazel Grouse Bird', 'Hazel Grouse Bird']",['Bird']
11310,MBBHDPNE,train,40,"[('Banana Slug', 'Eating')]",['Banana Slug'],['Insect']
11311,MBBHISOB,train,68,"[('Nose-Horned Viper', 'Keeping still')]",['Nose-Horned Viper'],['Reptile']
11312,MBCCGFUG,train,90,"[('Water Rail Bird', 'Preening')]",['Water Rail Bird'],['Bird']
11313,MBCQCPTK,train,"68,102,15","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
11314,MBDLIHFB,train,"68,133,102,15","[('Hazel Grouse Bird', 'Keeping still'), ('Hazel Grouse Bird', 'Chirping'), ('Hazel Grouse Bird', 'Sensing')]","['Hazel Grouse Bird', 'Hazel Grouse Bird', 'Hazel Grouse Bird']",['Bird']
11315,MBDRMBQT,train,40,"[('Grasshopper', 'Eating')]",['Grasshopper'],['Insect']
11316,MBFASUXS,train,"62,102,112","[('Black Necked Spitting Cobra', 'Hissing'), ('Black Necked Spitting Cobra', 'Spitting Venom'), ('Black Necked Spitting Cobra', 'Sensing')]","['Black Necked Spitting Cobra', 'Black Necked Spitting Cobra', 'Black Necked Spitting Cobra']",['Reptile']
11317,MBFHJHGA,train,"68,26,102","[('Naja Nivea Snake', 'Keeping still'), ('Meerkat', 'Displaying Defensive Pose'), ('Meerkat', 'Sensing')]","['Naja Nivea Snake', 'Meerkat', 'Meerkat']","['Reptile', 'Mammal']"
11318,MBGDNIBW,train,"104,68","[('Cuckoo Bird', 'Keeping still'), ('Cuckoo Bird', 'Shaking Head')]","['Cuckoo Bird', 'Cuckoo Bird']",['Bird']
11319,MBGEMJVY,train,"48,102,69,128,40","[('Goldfinch', 'Sensing'), ('Goldfinch', 'Turning Around'), ('Goldfinch', 'Landing'), ('Goldfinch', 'Flapping'), ('Goldfinch', 'Eating')]","['Goldfinch', 'Goldfinch', 'Goldfinch', 'Goldfinch', 'Goldfinch']",['Bird']
11320,MBGTRWZS,train,"49,68,103,123","[('Carolina Duck', 'Keeping still'), ('Carolina Duck', 'Shaking'), ('Carolina Duck', 'Flapping Tail'), ('Carolina Duck', 'Swimming')]","['Carolina Duck', 'Carolina Duck', 'Carolina Duck', 'Carolina Duck']",['Bird']
11321,MBIRLVKA,train,"102,15","[('Common Quail', 'Chirping'), ('Common Quail', 'Sensing')]","['Common Quail', 'Common Quail']",['Bird']
11322,MBJSEXYT,train,"2,48,99,104","[('Raven', 'Flapping'), ('Raven', 'Attending'), ('Raven', 'Rubbing its head'), ('Raven', 'Shaking Head')]","['Raven', 'Raven', 'Raven', 'Raven']",['Bird']
11323,MBKTWBQT,train,52,"[('Greater Racket Tail Drongo', 'Flying')]",['Greater Racket Tail Drongo'],['Bird']
11324,MBLHLGEG,train,100,"[('Morning Gecko', 'Running')]",['Morning Gecko'],['Reptile']
11325,MBLPZDFS,train,68,"[('Wild Red-Tailed Boa', 'Keeping still')]",['Wild Red-Tailed Boa'],['Reptile']
11326,MBLRDUPH,train,"133,15","[('White Throated Dipper Bird', 'Walking'), ('White Throated Dipper Bird', 'Chirping')]","['White Throated Dipper Bird', 'White Throated Dipper Bird']",['Bird']
11327,MBNQDRAC,train,"2,133,78","[('Agouti', 'Walking'), ('Agouti', 'Attending')]","['Agouti', 'Agouti']",['Mammal']
11328,MBPRMCEI,train,"6,96","[('Ant', 'Retaliating'), ('Ant', 'Being Dragged')]","['Ant', 'Ant']",['Insect']
11329,MBPYUUDI,train,102,"[('Robin Bird', 'Sensing')]",['Robin Bird'],['Bird']
11330,MBQXFDAL,train,"104,5,40,7,13","[('Frog', 'Carrying In Mouth'), ('Grey Heron', 'Being Carried In Mouth'), ('Grey Heron', 'Shaking Head'), ('Grey Heron', 'Eating'), ('Frog', 'Being Carried In Mouth'), ('Grey Heron', 'Carrying In Mouth'), ('Frog', 'Being Eaten')]","['Frog', 'Grey Heron', 'Grey Heron', 'Grey Heron', 'Frog', 'Grey Heron', 'Frog']","['Amphibian', 'Bird']"
11331,MBRJWMVW,train,"102,2,128,10,68,78","[('Beetle', 'Moving'), ('Eurasian Wren Bird', 'Turning Around'), ('Eurasian Wren Bird', 'Chirping'), ('Eurasian Wren Bird', 'Sensing'), ('Eurasian Wren Bird', 'Keeping still'), ('Eurasian Wren Bird', 'Attending'), ('Eurasian Wren Bird', 'Calling')]","['Beetle', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird', 'Eurasian Wren Bird']","['Bird', 'Insect']"
11332,MBRZNFXO,train,"104,48,52,102,135","[('Tit Bird', 'Flapping'), ('Tit Bird', 'Flying'), ('Tit Bird', 'Shaking Head'), ('Tit Bird', 'Washing'), ('Tit Bird', 'Sensing')]","['Tit Bird', 'Tit Bird', 'Tit Bird', 'Tit Bird', 'Tit Bird']",['Bird']
11333,MBSAYJVY,train,"128,40,102","[('Goldfinch', 'Turning Around'), ('Goldfinch', 'Sensing'), ('Goldfinch', 'Eating')]","['Goldfinch', 'Goldfinch', 'Goldfinch']",['Bird']
11334,MBSCQPTK,train,"68,102,15,90","[('Singing Nightingale', 'Keeping still'), ('Singing Nightingale', 'Chirping'), ('Singing Nightingale', 'Sensing'), ('Singing Nightingale', 'Preening')]","['Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale', 'Singing Nightingale']",['Bird']
11335,MBSJOFFP,train,40,"[('Otter', 'Eating')]",['Otter'],['Mammal']
11336,MBTEUUPH,train,44,"[('Nuthatch Bird', 'Exiting Nest')]",['Nuthatch Bird'],['Bird']
11337,MBVGZNPO,train,"2,133","[('Hyena', 'Attending'), ('Hyena', 'Walking')]","['Hyena', 'Hyena']",['Mammal']
11338,MBVUYUDX,train,"68,133,46","[('Socotra Cormorant', 'Keeping still'), ('Socotra Cormorant', 'Walking'), ('Socotra Cormorant', 'Falling')]","['Socotra Cormorant', 'Socotra Cormorant', 'Socotra Cormorant']",['Bird']
11339,MBYFCPHK,train,"52,99,102","[('Azure Tit Bird', 'Flying'), ('Azure Tit Bird', 'Rubbing its head'), ('Azure Tit Bird', 'Sensing')]","['Azure Tit Bird', 'Azure Tit Bird', 'Azure Tit Bird']",['Bird']
11340,MBYVKHGA,train,"48,102","[('Sagittarius Serpentarius Bird', 'Flapping'), ('Sagittarius Serpentarius Bird', 'Sensing')]","['Sagittarius Serpentarius Bird', 'Sagittarius Serpentarius Bird']",['Bird']
11341,MBYWAFJO,train,78,"[('Frog', 'Moving')]",['Frog'],['Amphibian']
11342,MBZFTDAL,train,"52,123,69,68,32,13","[('Grey Heron', 'Flying'), ('Grey Heron', 'Keeping still'), ('Grey Heron', 'Carrying In Mouth'), ('Grey Heron', 'Landing'), ('Mallard Duck', 'Doing A Face Dip'), ('Mallard Duck', 'Swimming')]","['Grey Heron', 'Grey Heron', 'Grey Heron', 'Grey Heron', 'Mallard Duck', 'Mallard Duck']",['Bird']
11343,MCARYLSQ,train,"40,102","[('Mistle Thrush', 'Sensing'), ('Mistle Thrush', 'Eating')]","['Mistle Thrush', 'Mistle Thrush']",['Bird']
11344,MCBHIPKK,train,"68,90","[('Black-Winged Stilt', 'Preening'), ('Black-Winged Stilt', 'Keeping still')]","['Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
11345,MCCANOIM,train,78,"[('Sidewinder Rattlesnake', 'Moving')]",['Sidewinder Rattlesnake'],['Reptile']
11346,MCCBMPLS,train,"120,40,7","[('Ardea Alba Egret', 'Eating'), ('Fish', 'Being Eaten')]","['Ardea Alba Egret', 'Fish']","['Bird', 'Fish']"
11347,MCCOFNQN,train,15,"[('Woodlark Bird', 'Chirping')]",['Woodlark Bird'],['Bird']
11348,MCCQTAEM,train,102,"[('Lanius Excubitor', 'Sensing')]",['Lanius Excubitor'],['Bird']
11349,MCCXMXDO,train,"133,118,1","[('Rhinoceros', 'Walking'), ('Lion', 'Startled'), ('Rhinoceros', 'Attacking')]","['Rhinoceros', 'Lion', 'Rhinoceros']",['Mammal']
11350,MCDQDKOU,train,"114,15,67","[('Yellowhammer', 'Spreading Wings'), ('Yellowhammer', 'Chirping'), ('Yellowhammer', 'Jumping')]","['Yellowhammer', 'Yellowhammer', 'Yellowhammer']",['Bird']
11351,MCEAMNQN,train,15,"[('Common Whitethroat Bird', 'Chirping')]",['Common Whitethroat Bird'],['Bird']
11352,MCECGGQD,train,16,"[('Frog', 'Climbing')]",['Frog'],['Amphibian']
11353,MCEPFCKR,train,"102,15","[('European Serin Bird', 'Chirping'), ('European Serin Bird', 'Sensing')]","['European Serin Bird', 'European Serin Bird']",['Bird']
11354,MCEQZZQU,train,"68,133","[('Leopard Gecko', 'Keeping still'), ('Leopard Gecko', 'Walking')]","['Leopard Gecko', 'Leopard Gecko']",['Reptile']
11355,MCEWXZLK,train,"38,102","[('Water Rail Bird', 'Sensing'), ('Water Rail Bird', 'Drinking')]","['Water Rail Bird', 'Water Rail Bird']",['Bird']
11356,MCFVUNPL,train,16,"[('Chimpanzee', 'Climbing')]",['Chimpanzee'],['Mammal']
11357,MCGCYHGW,train,"102,15","[('Circus Aeruginosus Bird', 'Chirping'), ('Circus Aeruginosus Bird', 'Sensing')]","['Circus Aeruginosus Bird', 'Circus Aeruginosus Bird']",['Bird']
11358,MCGTWWSW,train,102,"[('Chameleon', 'Sensing')]",['Chameleon'],['Reptile']
11359,MCHUSIQR,train,"39,97,8,102","[('Mongoose', 'Biting'), ('Black Mamba', 'Biting'), ('Black Mamba', 'Sensing'), ('Mongoose', 'Retreating'), ('Black Mamba', 'Dying'), ('Mongoose', 'Sensing')]","['Mongoose', 'Black Mamba', 'Black Mamba', 'Mongoose', 'Black Mamba', 'Mongoose']","['Reptile', 'Mammal']"
11360,MCICGWBC,train,"26,102","[('Mongoose', 'Sensing'), ('Cobra', 'Displaying Defensive Pose')]","['Mongoose', 'Cobra']","['Reptile', 'Mammal']"
11361,MCITYGQD,train,68,"[('Frog', 'Keeping still')]",['Frog'],['Amphibian']
11362,MCKEZFPE,train,68,"[('Walking Stick', 'Keeping still')]",['Walking Stick'],['Insect']
11363,MCLMNTUB,train,"2,68","[('Western Pond Turtle', 'Attending'), ('Western Pond Turtle', 'Keeping still')]","['Western Pond Turtle', 'Western Pond Turtle']",['Reptile']
11364,MCLWPTHG,train,102,"[('Crowned Eagle', 'Sensing')]",['Crowned Eagle'],['Bird']
11365,MCNMMJVY,train,"40,103,90","[('Goldfinch', 'Preening'), ('Goldfinch', 'Shaking'), ('Goldfinch', 'Eating')]","['Goldfinch', 'Goldfinch', 'Goldfinch']",['Bird']
11366,MCNMTNQN,train,102,"[('Thrush Nightingale Bird', 'Sensing')]",['Thrush Nightingale Bird'],['Bird']
11367,MCNPZPKT,train,123,"[('Сommon Eider', 'Swimming')]",['��ommon Eider'],['Bird']
11368,MCPBAQTX,train,102,"[('Turdus Merula Blackbird', 'Sensing')]",['Turdus Merula Blackbird'],['Bird']
11369,MCPHJVMW,train,68,"[('Russell''s Viper', 'Keeping still')]",['['],['Reptile']
11370,MCRARYUQ,train,68,"[('Formica Accreta', 'Keeping still')]",['Formica Accreta'],['Insect']
11371,MCRITKOU,train,133,"[('Yellowhammer Young', 'Walking')]",['Yellowhammer Young'],['Bird']
11372,MCRQBVEI,train,"40,133,102,90","[('Calidris Minuta Bird', 'Preening'), ('Egret', 'Sensing'), ('Calidris Minuta Bird', 'Eating'), ('Grey Heron', 'Walking')]","['Calidris Minuta Bird', 'Egret', 'Calidris Minuta Bird', 'Grey Heron']",['Bird']
11373,MCSCKVYU,train,"2,133,102","[('Leopard', 'Walking'), ('Leopard', 'Attending'), ('Leopard', 'Sensing')]","['Leopard', 'Leopard', 'Leopard']",['Mammal']
11374,MCSJSCEI,train,"68,78","[('Ant', 'Moving'), ('Ant', 'Keeping still')]","['Ant', 'Ant']",['Insect']
11375,MCSXQPKK,train,"104,68","[('Black-Winged Stilt', 'Shaking Head'), ('Black-Winged Stilt', 'Keeping still')]","['Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
11376,MCUFKGQD,train,68,"[('Golden Poison Frog', 'Keeping still')]",['Golden Poison Frog'],['Amphibian']
11377,MCUMXNPL,train,"133,102,12","[('Grey Langur', 'Walking'), ('Grey Langur', 'Carrying')]","['Grey Langur', 'Grey Langur']",['Mammal']
11378,MCUYYPKK,train,"102,84,67,68,46","[('Black-Winged Stilt', 'Falling'), ('Black-Winged Stilt', 'Jumping'), ('Black-Winged Stilt', 'Sensing'), ('Black-Winged Stilt', 'Keeping still'), ('Black-Winged Stilt', 'Performing copulatory mounting')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
11379,MCVZXJBD,train,"102,15","[('Grasshopper Warbler', 'Chirping'), ('Grasshopper Warbler', 'Sensing')]","['Grasshopper Warbler', 'Grasshopper Warbler']",['Bird']
11380,MCYPBMRN,train,40,"[('Common Snipe', 'Eating')]",['Common Snipe'],['Bird']
11381,MDANUKRV,train,15,"[('Cuckoo Bird', 'Chirping')]",['Cuckoo Bird'],['Bird']
11382,MDBECTFT,train,"38,47","[('Flamingo', 'Drinking'), ('Flamingo', 'Fighting')]","['Flamingo', 'Flamingo']",['Bird']
11383,MDCSTNQN,train,"102,15","[('Thrush Nightingale Bird', 'Chirping'), ('Thrush Nightingale Bird', 'Sensing')]","['Thrush Nightingale Bird', 'Thrush Nightingale Bird']",['Bird']
11384,MDHEOVEI,train,"2,40,103","[('Gallinago Gallinago Bird', 'Eating'), ('Duck', 'Attending'), ('Gallinago Gallinago Bird', 'Shaking')]","['Gallinago Gallinago Bird', 'Duck', 'Gallinago Gallinago Bird']",['Bird']
11385,MDHEXRAM,train,68,"[('Nursery Web Spider', 'Keeping still')]",['Nursery Web Spider'],['Insect']
11386,MDHJMVYU,train,"2,133","[('Leopard', 'Walking'), ('Leopard', 'Attending')]","['Leopard', 'Leopard']",['Mammal']
11387,MDHXFUDX,train,15,"[('Socotra Cormorant', 'Chirping')]",['Socotra Cormorant'],['Bird']
11388,MDIDEWUH,train,102,"[('Bird', 'Sensing')]",['Bird'],['Bird']
11389,MDIJIRFV,train,68,"[('Mountain Yellow-Legged Frog', 'Keeping still')]",['Mountain Yellow-Legged Frog'],['Amphibian']
11390,MDIKCVKA,train,"102,15","[('Common Quail', 'Chirping'), ('Common Quail', 'Sensing')]","['Common Quail', 'Common Quail']",['Bird']
11391,MDIRFHPH,train,48,"[('Bumblebee', 'Flapping')]",['Bumblebee'],['Insect']
11392,MDIRIDUC,train,78,"[('Xystocheir Dissecta Millipede', 'Moving')]",['Xystocheir Dissecta Millipede'],['Insect']
11393,MDJRECIW,train,"68,78","[('Salticidae Jumping Spider', 'Moving'), ('Salticidae Jumping Spider', 'Keeping still')]","['Salticidae Jumping Spider', 'Salticidae Jumping Spider']",['Insect']
11394,MDJSSRAM,train,12,"[('Nursery Web Spider', 'Carrying')]",['Nursery Web Spider'],['Insect']
11395,MDKOCIYC,train,"133,67","[('Hoopoe', 'Walking'), ('Hoopoe', 'Jumping')]","['Hoopoe', 'Hoopoe']",['Bird']
11396,MDLBKGCS,train,"104,108,3,102,116,2,133,118,68,97","[('Lion', 'Keeping still'), ('Lion', 'Attending'), ('Lion', 'Walking'), ('Lion', 'Retreating'), ('Lion', 'Sitting'), ('Lion', 'Standing'), ('Lion', 'Shaking Head'), ('Lion', 'Barking'), ('Lion', 'Startled'), ('Lion', 'Sensing')]","['Lion', 'Lion', 'Lion', 'Lion', 'Lion', 'Lion', 'Lion', 'Lion', 'Lion', 'Lion']",['Mammal']
11397,MDLXIEOD,train,"68,52","[('Common Snipe', 'Keeping still'), ('Common Snipe', 'Flying')]","['Common Snipe', 'Common Snipe']",['Bird']
11398,MDMINGHA,train,"102,15","[('Nightingale Bird', 'Chirping'), ('Nightingale Bird', 'Sensing')]","['Nightingale Bird', 'Nightingale Bird']",['Bird']
11399,MDMKSVEI,train,"68,40,90","[('Anas Crecca Bird', 'Preening'), ('Duck', 'Preening'), ('Duck', 'Keeping still'), ('Anas Crecca Bird', 'Eating')]","['Anas Crecca Bird', 'Duck', 'Duck', 'Anas Crecca Bird']",['Bird']
11400,MDMLOMWW,train,68,"[('Luscinia Luscinia Nightingale Bird', 'Keeping still')]",['Luscinia Luscinia Nightingale Bird'],['Bird']
11401,MDMOWLHH,train,78,"[('Frog', 'Moving')]",['Frog'],['Amphibian']
11402,MDNQAWUH,train,"105,133,102","[('Bird', 'Sharing Food'), ('Bird', 'Sensing'), ('Bird', 'Walking')]","['Bird', 'Bird', 'Bird']",['Bird']
11403,MDNRFBLQ,train,102,"[('Tarantula Hawk Wasp', 'Sensing')]",['Tarantula Hawk Wasp'],['Insect']
11404,MDNWXLHH,train,68,"[('Frog', 'Keeping still')]",['Frog'],['Amphibian']
11405,MDNXRTKX,train,102,"[('Bullfinch', 'Sensing')]",['Bullfinch'],['Bird']
11406,MDNYJGBP,train,102,"[('Madagascar Hissing Cockroach Mite', 'Sensing')]",['Madagascar Hissing Cockroach Mite'],['Insect']
11407,MDNZMFGA,train,"81,48,78","[('Bird', 'Performing Sexual Display'), ('Bird', 'Moving')]","['Bird', 'Bird']",['Bird']
11408,MDNZMPKK,train,"104,40,102","[('Black-Winged Stilt', 'Sensing'), ('Black-Winged Stilt', 'Eating'), ('Black-Winged Stilt', 'Shaking Head')]","['Black-Winged Stilt', 'Black-Winged Stilt', 'Black-Winged Stilt']",['Bird']
11409,MDOIHVEI,train,"48,133,102,15","[('Gallinago Gallinago Bird', 'Chirping'), ('Gallinago Gallinago Bird', 'Sensing'), ('Bird', 'Flapping'), ('Bird', 'Walking')]","['Gallinago Gallinago Bird', 'Gallinago Gallinago Bird', 'Bird', 'Bird']",['Bird']
11410,MDOTMIQR,train,"97,102,39","[('Mongoose', 'Sensing'), ('Mongoose', 'Retreating'), ('Black Mamba', 'Dying'), ('Black Mamba', 'Sensing')]","['Mongoose', 'Mongoose', 'Black Mamba', 'Black Mamba']","['Reptile', 'Mammal']"
